,Akkermansia muciniphila [1008],Prevotella timonensis [1058],Prevotella buccalis [1059],Prevotella oralis [1060],unnamed Prevotella sp. oral taxon 299 [1061],unnamed Prevotella sp. oral taxon 317 [1062],unnamed Prevotella sp. oral taxon 472 [1063],Prevotella marshii [1064],Prevotella buccae [1065],Prevotella bergensis [1066],Prevotella dentalis [1067],Prevotella multisaccharivorax [1068],Prevotella nigrescens [1069],Prevotella pallens [1070],Prevotella disiens [1071],Prevotella denticola [1072],Prevotella multiformis [1073],Prevotella melaninogenica [1074],Prevotella veroralis [1075],Prevotella bivia [1076],Prevotella amnii [1077],Prevotella oris [1078],Prevotella salivae [1079],Prevotella oulorum [1080],Prevotella copri [1081],Prevotella bryantii [1082],Prevotella ruminicola [1083],Paraprevotella xylaniphila [1087],Prevotella tannerae [1112],unidentified eubacterium SCB49 [1145],Eubacterium biforme [1275],Eubacterium cylindroides [1276],Eubacterium dolichum [1280],Streptococcus criceti [1371],Streptococcus downei [1372],Streptococcus mutans [1373],Streptococcus macacae [1374],Streptococcus thermophilus [1375],Streptococcus vestibularis [1376],Streptococcus salivarius [1377],unnamed Streptococcus sp. C150 [1378],Streptococcus gallolyticus [1379],Streptococcus infantarius [1380],Streptococcus equinus [1381],Streptococcus equi [1382],Streptococcus parauberis [1383],Streptococcus ictaluri [1384],Streptococcus porcinus [1385],Streptococcus pseudoporcinus [1386],Streptococcus uberis [1387],Streptococcus agalactiae [1388],Streptococcus pyogenes [1389],Streptococcus dysgalactiae [1390],Streptococcus urinalis [1391],Streptococcus suis [1392],Streptococcus anginosus [1393],Streptococcus anginosus [1394],Streptococcus constellatus [1395],Streptococcus cristatus [1396],Streptococcus sanguinis [1397],Streptococcus gordonii [1398],unnamed Streptococcus sp. oral taxon 056 [1399],Streptococcus pneumoniae [1400],Streptococcus pseudopneumoniae [1401],Streptococcus mitis [1402],Streptococcus mitis [1403],Streptococcus mitis [1404],unnamed Streptococcus sp. M334 [1405],Streptococcus mitis [1406],unnamed Streptococcus sp. M143 [1407],Streptococcus mitis [1408],Streptococcus mitis [1409],Streptococcus oralis [1410],Streptococcus oralis [1411],Streptococcus sanguinis [1412],unnamed Streptococcus sp. oral taxon 071 [1413],Streptococcus mitis [1414],Streptococcus infantis [1415],Streptococcus infantis [1416],Streptococcus infantis [1417],Streptococcus infantis [1418],Streptococcus peroris [1419],Streptococcus australis [1420],Streptococcus parasanguinis [1421],Fusobacterium gonidiaformans [1476],unnamed Fusobacterium sp. D12 [1477],Fusobacterium periodonticum [1478],Fusobacterium nucleatum [1479],Fusobacterium nucleatum [1480],unclassified Fusobacterium [1481],unclassified Fusobacterium [1482],Fusobacterium ulcerans [1483],Fusobacterium varium [1484],Fusobacterium mortiferum [1485],Peptostreptococcus stomatis [1530],Peptostreptococcus anaerobius [1531],[Eubacterium] yurii [1536],Eubacterium saphenum [1563],Eubacterium siraeum [1564],Faecalibacterium prausnitzii [1574],Faecalibacterium prausnitzii [1575],Faecalibacterium prausnitzii [1576],Faecalibacterium prausnitzii [1577],Eubacterium limosum [1582],Lachnospiraceae oral taxon 107 [1590],Eubacterium saburreum [1591],Eubacterium hallii [1597],unnamed Lachnospiraceae bacterium 1_4_56FAA [1612],unclassified Lachnospiraceae [1614],unnamed Lachnospiraceae bacterium 2_1_46FAA [1615],unnamed Lachnospiraceae bacterium 3_1_57FAA_CT1 [1624],Eubacterium eligens [1627],Eubacterium ventriosum [1629],Eubacterium rectale [1630],Roseburia intestinalis [1631],Roseburia inulinivorans [1632],Roseburia hominis [1633],Eubacterium cellulosolvens [1636],Escherichia coli [390],Escherichia albertii [391],Bifidobacterium animalis [967],Bifidobacterium bifidum [968],Bifidobacterium breve [969],Bifidobacterium longum [970],Bifidobacterium dentium [971],Bifidobacterium adolescentis [972],Bifidobacterium catenulatum-Bifidobacterium pseudocatenulatum complex [973],Bifidobacterium angulatum [974],Bifidobacterium gallicum [975]
CCIS87167916ST-4-0,0.000716891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72e-05,0.0,0.0,0.0,0.0,0.0,8.81e-06,0.0,1.49e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002284085,0.000247118,3.37e-05,0.031429004,0.002754698,0.0,0.0,0.0,0.0,6.1e-06,0.0,0.0,2.97e-05,0.0,0.0,0.000963212,0.000229276,4.18e-05,0.0,0.0,0.028452563,0.0,0.0,0.0,0.0,6.04e-05,8.39e-06,0.000256409,0.005193399,4.06e-06,0.0
CCIS94496512ST-4-0,0.000734101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37e-06,0.0,0.0,0.0,1.5e-05,0.0,0.0,3.32e-05,0.0,0.0,2.96e-05,0.000469099,0.0,0.005553331,0.000160862,0.001198638,0.000120744,7.66e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-05,7.66e-05,8.5e-06,0.0,0.0,1.05e-07,0.0,1.09e-05,0.0,2.25e-06,0.0,2.25e-06,0.0,0.0,0.0,0.0,0.0,3.42e-07,0.0,0.0,0.0,6.75e-06,1.18e-05,0.0,7.76e-06,5.25e-05,7.34e-06,4.59e-06,7.14e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036996,0.001372201,0.008619604,0.021569151,0.0,0.0,0.0,0.032094278,0.000288392,3.94e-06,0.0,1.67e-05,7.58e-06,0.00420654,0.186009812,0.000420398,4.7e-06,0.0,0.0,0.009286795,0.0,0.000619084,0.007926623,0.000208677,0.002389848,9.05e-05,0.000862456,0.05029275,9.75e-06,0.0
CCIS58234805ST-4-0,0.030939905,0.0,6.63e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000331554,0.0,0.0,1.98e-05,0.0,5.98e-05,0.0,0.0,0.0,0.0,0.015052995,0.0,0.0,3.87e-05,0.0,0.0,0.0005448,6.76e-05,0.0,0.0,0.0,8.58e-05,0.0,0.002969147,0.000422056,0.003030259,0.000133721,0.000107831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000719167,0.000141495,0.000825506,0.0,3.75e-05,3.83e-05,1.94e-05,2.72e-05,1.57e-05,2.87e-05,1.74e-05,5.26e-05,7.16e-05,2.79e-05,9.65e-06,0.0,1.62e-05,8.74e-05,5.94e-06,0.0,1.78e-05,9.55e-06,0.000200134,0.000103545,9.2e-05,8.7e-05,1.97e-05,0.000621152,0.000902373,4.87e-06,0.044616877,0.000283548,0.00094147,0.000961517,0.001036266,0.002834637,0.0,0.0,0.0,0.004714314,0.004541593,0.0,0.0,5.15e-06,0.001108133,0.000174329,0.000597262,6.02e-05,0.0,5.04e-06,1.05e-05,0.001055327,0.0,0.0,0.0,0.020463299,0.029222487,1.04e-05,0.025805916,0.002374437,0.000160635,0.006444582,0.0,0.003356558,0.0,0.0,5.23e-06,1.1e-05,0.000173553,0.0,0.000465786,0.000821933,4.95e-06,0.0
CCIS91228662ST-4-0,0.000230993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027977005,0.0,0.0,2.26e-07,0.0,0.0,0.003153567,9.75e-06,0.0,0.0,1.9e-06,1.85e-05,0.0,0.000385561,0.000123927,0.006809785,0.000373094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91e-05,0.000119256,0.0,1.19e-05,4.43e-06,2.93e-05,0.0,1.62e-05,7.5e-07,8.6e-06,9.16e-06,6.58e-06,9.08e-06,1.21e-05,2.83e-06,0.0,0.0,0.0,4.26e-06,1.19e-05,0.0,4.43e-06,2.98e-05,2.17e-05,0.000102504,1.38e-05,2.93e-06,0.000116586,0.003014734,0.001256385,0.0,0.0,0.0,1.06e-05,0.0,2.37e-06,0.0,0.0,0.000985184,1.15e-05,0.0,0.0,0.0,0.0,0.00664578,0.002623652,0.028414989,0.022202446,0.0,0.0,0.0,4.5e-05,5.89e-05,0.0,0.0,1.2e-05,0.011293522,0.001019852,4.72e-05,0.000425677,0.001308529,0.00243461,0.0,0.002511195,1.23e-05,0.0,0.0,0.0,0.0,5.75e-06,0.0,0.0,0.0,0.0
CCIS71301801ST-4-0,0.000113054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61e-06,0.0,9.88e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24e-05,0.0,0.0,0.0,0.0,0.0,0.014985747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11e-06,1.99e-05,0.0,2.59e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-06,5.52e-07,0.0,0.0,8.85e-06,6.55e-06,0.0,3.28e-06,0.0,1.78e-05,0.0,0.0,1.65e-06,0.0,0.0,0.0,1.63e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58e-05,0.0,0.0,3.34e-06,2.25e-06,1.12e-06,9.25e-05,1.08e-05,0.0,0.0,0.0,0.000406916,0.0,0.0,0.0,0.000357862,0.000124338,0.000879617,0.007394789,0.000503209,0.0,0.0,0.0,0.0,5.85e-05,0.0,0.0,0.000124841,0.001803459,0.001925918,0.060950858,0.000257587,0.003824747,0.000124859,0.0,0.0,0.0,0.0,1.85e-05,0.0,0.00118716,0.0,3.87e-05,0.000158037,0.0,0.0
CCIS24898163ST-4-0,0.000276497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000215291,0.0,0.0,0.0,0.0,0.0,1.49e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79e-06,9.55e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98e-06,0.0,0.0,0.0,3.08e-05,0.0,0.0,0.0,1.95e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61e-05,7.69e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030219,0.002279988,0.00947536,0.004388396,0.004154495,0.00063652,0.0,0.0,0.0,0.001555168,0.000222337,0.0,0.000896478,0.00015285,7.07e-05,0.009764693,0.004528555,0.000568017,0.0,0.0,0.001016227,0.0,0.0,0.0,0.0,1.53e-05,0.0,2.34e-05,8.02e-05,0.0,0.0
CCIS53355328ST-4-0,0.021398424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58e-06,0.0,0.0,3.5e-05,7.12e-05,0.0,8.07e-05,0.000305899,0.002663735,0.000102552,8.24e-06,1.71e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96e-05,7.41e-05,0.000427386,0.0,6.97e-06,3.08e-05,0.0,5.07e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3e-06,6.7e-06,0.0,0.0,2.11e-05,0.0,1.55e-05,0.0,0.0,5.15e-06,0.000253127,0.0,0.0,1.05e-05,9.13e-05,0.000436511,4e-05,2.64e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.89e-06,0.000634285,0.000234714,0.001666693,0.000305909,0.001294413,0.000399308,0.0,0.0,0.00163482,0.0,0.0,0.0,0.000119767,0.000318425,7.34e-05,0.009041655,0.00037369,9.3e-05,1.61e-05,0.0,0.000281573,0.0,0.0,0.006008131,4.25e-06,0.013443234,8.96e-06,0.0,3.48e-05,1.04e-05,0.0
CCIS41222843ST-4-0,0.004569206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57e-06,0.0,0.0,0.0,0.0,0.0,8.68e-06,0.000406824,0.0,0.0,1.06e-05,3.78e-05,0.0,0.010586635,0.000117985,0.000678552,5.44e-05,9.1e-06,2.22e-05,1.01e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02e-06,0.0,0.0,0.0,7.97e-06,4.74e-06,3.77e-06,2.73e-06,1.06e-05,8.22e-06,0.0,5.52e-06,0.0,6.14e-06,0.0,2.79e-06,0.0,4.17e-06,2.76e-06,1.58e-07,0.0,2.02e-05,1.16e-05,2.35e-05,2.41e-06,0.0,0.0,0.0,8.44e-06,0.0,4.69e-06,1.21e-05,0.000203718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41e-06,0.0,0.0,0.0,0.0,0.014466876,0.000161981,0.003638545,0.020529739,0.000152903,0.0,0.0,0.0,0.014515199,4.6e-05,0.0,0.0,0.0,3.35e-05,0.000534412,0.057795893,0.000507354,0.003165044,0.000350216,0.0,1.49e-06,0.0,0.0,0.000268581,7.32e-06,0.00011243,0.0,2.34e-05,3.11e-05,0.0,0.0
CCIS81887263ST-4-0,0.011145523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55e-06,0.0,0.0,0.000542886,0.0,0.0,0.017318487,0.0,0.00012715,0.0,0.0,0.0,0.0,0.000357462,1.84e-05,0.000251509,2.49e-06,5.48e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94e-05,8.74e-06,2.87e-06,2.61e-06,1.32e-05,9.71e-06,2.88e-06,1.54e-06,3.12e-07,4.71e-06,0.0,1.99e-07,7.28e-07,0.0,1.49e-06,2.84e-07,8.29e-07,1.05e-06,0.0,7.84e-06,1.95e-07,5.79e-06,9.78e-06,5.39e-06,7.25e-06,0.0,5.1e-06,3.84e-05,4.1e-05,0.0,0.0,0.000385836,6.12e-05,4.54e-05,1.69e-05,2.29e-05,0.0,0.0,0.0,1.59e-05,0.0,0.0,0.0,0.004402867,0.001200879,0.003985137,0.020267772,0.012874485,0.0,0.0,0.0,0.006454447,0.0,0.0,0.0,7.33e-06,0.004294162,0.001246214,0.000268061,1.37e-06,0.001894384,0.000201114,0.0,0.003504618,0.0,0.006387315,9.67e-06,0.0,0.0,1.05e-05,0.0,4.88e-06,0.0,0.0
CCIS29688262ST-20-0,0.000562058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05e-05,0.0,0.0,2.81e-06,0.0,0.0,0.0,2.26e-06,0.00081797,0.0,0.0,0.000123348,0.0,0.121610877,0.000663715,0.005347871,4.47e-05,2.08e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47e-06,0.0,0.0,0.0,2.08e-05,2.37e-05,1.16e-05,3.54e-05,0.000134084,0.000270632,1.56e-05,0.000168481,0.000100505,0.000191112,0.000116801,9.51e-05,0.000147329,7.43e-05,5.52e-05,1.84e-05,1.69e-05,0.000232648,7.6e-05,5.27e-05,4.08e-05,8.93e-06,0.000288421,0.000107561,9.45e-05,7.79e-05,5.3e-05,0.0005256,0.001668935,0.0,0.0,5.73e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91e-05,0.0,0.0,0.0,1.98e-05,0.001024711,0.000956211,4.1e-05,0.000143134,2.6e-05,0.0,0.0,0.060932574,0.001576346,0.002569402,0.0,1.16e-05,0.000687376,0.001639716,0.015963057,0.00257308,0.000750638,9.42e-05,0.0,0.000204797,0.0,0.0,7.02e-05,4.88e-06,0.000183354,4.98e-05,0.016152818,0.000369047,1.62e-05,0.0
CCIS87116798ST-4-0,0.000440379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007014593,0.0,0.0,0.0,0.0,0.0,0.008564697,0.0,0.0,0.0,7.61e-05,0.001761997,0.0,0.007968532,0.000198065,0.002925678,2.06e-05,2.53e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04e-05,0.000138401,5.85e-05,2.5e-05,7.69e-05,0.000117469,5.28e-06,2.76e-05,4.84e-05,4.69e-05,1.47e-05,7.36e-06,2.79e-05,0.0,2.55e-05,4.43e-05,3.69e-06,5.07e-05,2.17e-05,7.21e-06,5.82e-05,0.0,1.76e-05,3.97e-05,5.35e-05,0.0,8.06e-06,5.06e-05,0.000605593,0.0,0.0,5.63e-05,8.45e-06,0.000181934,8.15e-05,6.33e-05,0.0,0.0,0.0,6.93e-06,0.0,0.0,0.0,0.005022423,0.000908506,0.00133605,0.002139089,0.000176487,0.000534635,0.0,0.0,0.000594855,3.54e-06,0.0,0.0,0.000111118,0.003603948,0.000337616,0.001587084,1.07e-05,0.002339846,0.000270774,0.0,0.000744418,0.0,0.000205899,1.27e-05,0.0,1.51e-05,2.56e-05,0.00072632,0.0,0.0,0.0
CCIS87605453ST-4-0,6.91e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002481633,0.0,0.0,0.000603503,0.000430094,0.0,0.0,0.0,4e-06,0.0,0.003550251,7.48e-05,0.000340645,2.81e-05,0.0,4.45e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91e-06,0.0,1.89e-05,0.0,3.36e-06,0.0,5.98e-06,3.69e-06,0.0,4.08e-06,0.0,1.43e-05,0.0,1.21e-05,3.41e-06,0.0,1.12e-05,0.0,5.33e-06,2.02e-05,4.05e-06,4e-06,8.49e-06,2.65e-05,4.18e-05,1.2e-05,5.84e-05,0.002163483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2e-06,0.00536386,0.000887574,0.001135382,0.000322044,0.000155226,0.0,0.0,0.000868903,0.0,0.0,0.0,0.000267249,3.03e-05,0.004420653,0.000738631,0.000418563,0.000642848,0.000147714,0.0,2.89e-06,0.0,0.0,0.0,0.0,1.88e-05,0.0,0.0,1.17e-05,0.0,0.0
CCIS83870198ST-4-0,0.005880949,0.0,4.56e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94e-06,0.0,0.0,0.0,0.0,0.0,1.49e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016098,0.0,0.0,1.77e-06,0.0,0.0,3.09e-06,1.92e-05,0.0,0.0,2.92e-06,0.0,0.0,0.000944139,5.11e-05,0.000145526,2.46e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69e-06,0.0,0.0,1.45e-06,2.19e-05,2.94e-06,1.55e-05,0.0,1.14e-05,2.54e-05,1.38e-05,0.0,9.7e-06,6.12e-07,1.89e-06,0.0,0.0,0.0,0.0,1.07e-05,0.0,8.83e-07,6.51e-06,5.13e-07,1.11e-05,0.0,1.18e-05,0.000125722,0.0,0.0,2.89e-06,0.0,0.0,6.06e-06,6.05e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011164532,0.063186209,0.013456093,0.081612034,0.013564712,2.19e-06,0.0,0.0,0.000174583,4.8e-06,0.0,0.0,1.66e-05,0.003597138,0.001092621,0.003733912,0.000505328,0.013385694,0.000117198,0.0,0.002305922,0.0,0.0,3.43e-05,0.000310167,0.007093655,4.12e-05,0.000228521,0.005438445,2.77e-06,0.0
CCIS61287323ST-4-0,0.000255667,0.0,1.94e-06,0.0,0.0,0.0,0.0,0.0,2.22e-06,0.0,1.96e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.22e-06,0.0,6.45e-05,0.0,0.0,0.0,0.0,0.063857041,1.93e-06,1.85e-06,0.000235846,0.0,0.0,0.00276841,0.0,3.01e-05,0.0,0.0,0.0,0.0,0.000582573,5.39e-05,0.001289291,5.45e-05,3.18e-05,8.37e-05,4.07e-05,0.0,6.09e-06,0.0,0.0,0.0,0.0,0.0,2.11e-05,0.000377034,0.0,0.0,0.0,0.0,0.0,9.41e-06,1.29e-05,1.11e-05,8.42e-06,1.67e-05,6.58e-06,2.8e-05,1.64e-05,3.01e-06,1.8e-05,1.46e-05,7.2e-05,0.0,7.11e-06,0.000159886,3.85e-05,6.73e-05,8.87e-05,9.59e-06,1.8e-05,1.92e-05,7.79e-06,0.0,2.24e-05,4.83e-05,0.000249794,0.002104084,0.0,2.75e-05,1.4e-05,0.000292183,1.15e-05,3.86e-05,4.51e-05,0.000395075,2.17e-06,0.00050285,0.001236896,0.0,0.0,6.95e-05,0.006576002,0.002916193,0.016424321,0.001474758,0.0,0.0,0.0,0.005711021,0.0,1.8e-05,0.0,3.06e-05,0.006221298,0.005339953,0.035723641,0.000826604,0.004545412,5.08e-05,0.0,0.09940238,3.87e-06,7.84e-05,2.71e-06,0.0,9.94e-05,6.47e-06,2.39e-05,5.2e-05,3.51e-06,0.0
CCIS11362406ST-4-0,2.07e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004647375,0.0,6.36e-06,0.0,0.0,0.0,0.007196128,2.48e-06,0.0,0.0,4.5e-06,0.000641834,0.0,0.000401517,0.000905849,0.014951539,0.000447776,1.45e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-06,0.0,0.0,0.0,0.0,0.0,3.23e-06,0.000128322,0.00014525,8.69e-05,1.13e-05,0.000113732,0.000125836,3.92e-06,7.52e-05,3.76e-05,8.35e-05,3.68e-05,2.25e-05,1e-05,1.73e-05,6.21e-05,1.38e-05,1.41e-05,0.000112212,3.4e-05,3.87e-05,2.84e-05,1.89e-05,0.000220964,5.83e-05,0.000118383,1.39e-05,7.72e-05,0.000244422,0.001205614,0.0,0.0,0.0,1.28e-06,0.0,0.0,1.27e-06,0.0,0.0,0.0,1e-05,0.0,0.0,2.8e-05,0.001847671,0.006970134,0.007015099,0.002885667,0.000818208,0.000184034,0.0,0.0,0.023590912,1.31e-06,4.28e-06,0.0,3.78e-05,0.014863275,0.00169508,0.017685134,4.21e-05,0.000104755,8.05e-05,0.0,0.035445633,0.0,1.95e-05,0.000376584,9.18e-06,0.008808252,5.85e-05,0.03436873,0.000802175,0.000211814,0.0
CCIS14449628ST-4-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000259132,0.0,0.0,0.0,0.000573769,1.5e-06,6.06e-06,0.005338495,0.00103808,0.0,0.0,0.0,0.0,0.006367963,0.0,0.0,8.93e-05,0.0,0.0,2.45e-06,2.62e-06,0.0,0.005501459,0.0,0.0,0.0,3.76e-06,3.32e-06,0.0,0.001965175,0.008878116,0.002580604,0.00012069,0.003974882,0.0,3.57e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67e-06,0.000254363,0.000227956,2.13e-05,3.27e-05,1.74e-05,0.000263073,9.56e-06,0.000207297,4.01e-05,0.000420033,0.000224556,0.00018318,0.000110713,6.48e-05,0.000192137,0.000205079,0.000103906,0.000567532,0.000326615,0.000206471,0.000636274,0.000122705,0.000292328,0.00033681,0.000407437,9.61e-05,7.86e-05,0.000191321,0.013494325,0.0,0.0,0.000134,1.57e-05,4.33e-06,0.000616999,4.95e-05,0.000358911,0.000445609,0.0,0.002027415,0.01697674,0.0,0.0,1.04e-05,0.000657208,0.009588908,0.017168592,0.015966161,0.0,0.0,0.0,8.61e-05,0.000100774,0.000611382,3.42e-06,1.54e-05,0.002916833,1.02e-05,0.007862502,0.0,0.014418302,3.36e-05,0.0,0.003351793,0.000138284,2.6e-06,0.0,0.0,7.29e-05,0.0,0.0,0.0,0.0,0.0
CCIS21278152ST-4-0,0.000609044,0.0,0.0,0.0,0.0,0.0,2.4e-06,0.0,2.7e-06,0.0,9.84e-06,2.56e-06,0.001922644,0.0,0.0,0.000981531,0.000170731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016473674,0.0,0.0,0.000251248,0.003408003,0.0,0.000537925,0.00017336,0.0,0.0,0.0,5.95e-05,0.0,8.92e-06,0.0,0.000121304,7.9e-06,7.41e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64e-05,0.000108415,1.48e-05,0.0,0.0,2.55e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99e-05,0.0,0.0,0.0,7.24e-05,0.0,5.67e-06,0.0,2.4e-05,0.0,0.000490257,3.09e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.29e-06,0.015789291,0.014766567,0.002975938,0.007945217,0.001679956,0.0,0.0,5.25e-06,0.002448349,0.0,0.0,0.0,4.64e-06,0.009858406,2.16e-05,0.004370703,8.46e-05,0.000750029,0.001260993,0.0,0.000210493,0.0,0.0,3e-06,5.97e-06,0.001586339,4.92e-05,0.000428619,1.15e-05,3.51e-06,0.0
